283,0.95
284,0.05
285,0.0935999617929948
286,0.05
287,0.95
288,0.05
289,0.95
290,0.54059394597902
291,0.05
292,0.95
293,0.25529855457505
294,0.05
295,0.95
296,0.05
297,0.690528057735612
298,0.915681614765683
299,0.247371260622378
300,0.873470590994791
301,0.95
302,0.05
303,0.336304336813571
304,0.05
305,0.0697283101230037
306,0.0724829653048387
307,0.715938838009943
308,0.95
309,0.0972099057294133
310,0.0600647866713558
311,0.940949188917177
312,0.95
313,0.57991188691618
314,0.5488519976893
315,0.357972964715231
316,0.05
317,0.05
318,0.128718914786257
319,0.339356432894939
320,0.05
321,0.658163202142676
322,0.745726092501598
323,0.95
324,0.893540463751214
325,0.298536596793407
326,0.95
327,0.95
328,0.0829157788439402
329,0.95
330,0.95
331,0.49552087007972
332,0.110454900347653
333,0.111340707719732
334,0.93274784888639
335,0.95
336,0.05
337,0.162672765367732
338,0.19994420243594
339,0.95
340,0.283506116906387
341,0.05
342,0.621395224378093
343,0.882824121102714
344,0.05
345,0.531135161127097
346,0.929336687499636
347,0.732458514567431
348,0.95
349,0.332985729503524
350,0.318064276614081
351,0.95
352,0.056744249964486
353,0.0774691890343402
354,0.418952241347536
355,0.560642938328435
356,0.918985223226951
357,0.95
358,0.360609970388651
359,0.95
360,0.05
361,0.9020356817746
362,0.625540490848291
363,0.05
364,0.05
365,0.111755998739371
366,0.252654770956584
367,0.05
368,0.95
369,0.05
370,0.05
371,0.800253834598794
372,0.05
373,0.669510205710441
374,0.05
375,0.05
376,0.05
377,0.802271142487255
378,0.324575263127906
379,0.835880285271859
380,0.05
381,0.0845484554903245
382,0.0761586723669995
383,0.05
384,0.862140401837631
385,0.91902299270911
386,0.76586976612408
387,0.05
388,0.05
389,0.05
390,0.871857237810648
391,0.05
392,0.172381155311067
393,0.05
394,0.908669771610786
395,0.909960364053972
396,0.05
397,0.05
398,0.938557494262065
399,0.05
400,0.95
401,0.144388693554097
402,0.114699871423774
403,0.214584835833657
404,0.263576923200536
405,0.572056517882313
406,0.05
407,0.95
408,0.628975004030238
409,0.745700465884015
410,0.312185639486083
411,0.41938667063499
412,0.05
413,0.95
414,0.365863050365891
415,0.95
416,0.05
417,0.95
418,0.672962442218707
419,0.136057325561637
420,0.110390229697623
421,0.781124441021672
422,0.578984905641461
423,0.457323256371298
424,0.05
425,0.102026673620443
426,0.188733882291219
427,0.95
428,0.747189986634292
429,0.111136758097894
430,0.05
431,0.787438280838999
432,0.669969041112847
433,0.95
434,0.110172451481783
435,0.05
436,0.0522695704541987
437,0.05
438,0.867718412452693
439,0.0509253544118711
440,0.757262404473512
441,0.05
442,0.05
443,0.05
444,0.95
445,0.916788872470027
446,0.05
447,0.95
448,0.807326202736375
449,0.0975942539076108
450,0.178200008844903
451,0.213822712530429
452,0.05
453,0.191935583910952
454,0.885182514399001
455,0.05
456,0.05
457,0.95
458,0.95
459,0.05
460,0.95
461,0.05
462,0.05
463,0.95
464,0.138546394256213
465,0.0550819836952245
466,0.05
467,0.890616400105252
468,0.05
469,0.334417452595405
470,0.95
471,0.32982795582824
472,0.95
473,0.197047339725957
474,0.758717205820143
475,0.775384041428011
